69,14,2,
1,0.429766512673243,0,0.5,0.538461538461538,0.375,0,0,0,0,0,1,0.092,0,0,
0,0.0335872143838182,3.79722802354281e-005,0.5,0.769230769230769,0.375,6.93721817551162e-005,1,1,0.0298507462686567,1,0.5,0.0835,0.005,0,
1,0.438132101385941,0.12018226694513,0.5,1,0.875,0.0260145681581686,1,0,0,1,0.5,0.34,0,0,
0,0.456861031339743,0.0178849439908867,0.5,0,0,0,0,0,0,0,0.5,0.08,0,0,
0,0,0.00626542623884564,0.5,0.384615384615385,0.375,6.93721817551162e-005,0,1,0.0298507462686567,1,0.5,0.16,1e-005,0,
1,0.290423273816956,0.0222137839377255,0.5,0.538461538461538,0.875,0.00589663544918488,1,0,0,0,0.5,0.09,0,0,
0,0.237357972281184,0.205619897474843,0.5,0.153846153846154,0.875,0.00201179327089837,0,0,0,0,0.5,0.04,0.00484,0,
1,0.257085778499188,0.193089044997152,0,0.307692307692308,0.375,0.00201179327089837,0,0,0,0,0.5,0.07,0.00184,0,
1,0.354850792858035,0.137649515853427,0.5,0.384615384615385,0.375,0.00173430454387791,0,0,0,1,0.5,0.05,0,0,
1,0.27581470845299,0.000341750522118853,0.5,0.384615384615385,0.375,0.00589663544918488,0,0,0,0,0.5,0,0,0,
0,0.354850792858035,0.0142396050882856,0.5,0.538461538461538,0.375,0.00173430454387791,0,1,0.0149253731343284,1,0.5,0.02,0.00154,0,
0,0.0186040704207766,0.00474653502942852,0.5,0.769230769230769,0.375,0.00173430454387791,0,1,0.0149253731343284,0,0.5,0.054,0.00098,0,
1,0.0473217630166063,0.0617049553825707,0.5,0.538461538461538,0.375,0.00104058272632674,0,0,0,0,0.5,0,0.00316,0,
1,0.432888000998876,0.000151889120941713,0.5,0.0769230769230769,0.5,0.00867152271938952,1,0,0,1,0.5,0.092,0,0,
1,0.392183793232613,0.000113916840706284,0,0.153846153846154,0.5,0.000485605272285813,0,0,0,0,0.5,0,1e-005,0,
1,0.402796853539768,0.0822099867097019,0,0.230769230769231,0,0,0,0,0,0,0.5,0.06,0,0,
1,0.321638157073293,0.0332257452059996,0.5,0.230769230769231,0.375,0.0260145681581686,0,1,0.0298507462686567,1,0.5,0.087,3e-005,0,
1,0.265451367211887,0.00284792101765711,0,0.846153846153846,0.75,0.00520291363163371,0,0,0,1,0.5,0.066,2e-005,0,
0,0.71694343863154,7.59445604708563e-005,0.5,0,0,0.00450919181408255,0,1,0.0149253731343284,0,0.5,0,0.0001,0,
1,0.282057685104258,0.00436681222707424,0.5,0.153846153846154,0.375,0.0287894554283732,0,0,0,0,0.5,0,0,0,
1,0.444375078037208,0.091703056768559,0.5,0.615384615384615,0.375,0.00867152271938952,0,1,0.0298507462686567,0,0.5,0.11,1e-005,0,
1,0.239355724809589,0.414467438769698,0.5,0.538461538461538,0.5,0.040582726326743,0,1,0.0298507462686567,1,0.5,0.1,7e-005,0,
1,0.211262329878886,0.000949307005885703,0.5,0.769230769230769,0.375,0.0232396808879639,0,1,0.0597014925373134,0,0.5,0.08,8e-005,0,
0,0.224872018978649,0.000379722802354281,0,0.769230769230769,0.875,0.0114464099895942,0,0,0,0,0.5,0.17,0,0,
1,0.345486327881134,3.79722802354281e-005,0,0.0769230769230769,0.875,0.000208116545265349,0,0,0,0,0.5,0.088,0.00537,0,
1,0.240479460606817,0.000569584203531422,0,0.923076923076923,0.375,0.000138744363510232,1,0,0,1,0.5,0.05,0.0002,0,
1,0.022349856411537,0.00110119612682742,0.5,0.230769230769231,0.375,0.00201179327089837,0,0,0,0,0.5,0.14,0.00364,0,
1,0.537020851542015,0.00854376305297133,0.5,0.153846153846154,0.5,0.00520291363163371,1,0,0,0,0.5,0.28,0,0,
1,0.304906979647896,0.00474653502942852,0.5,0.538461538461538,0.375,0.00173430454387791,0,0,0,0,0.5,0.055,0,0,
1,0.537020851542015,0.000189861401177141,0.5,0.153846153846154,0.5,0.0156087408949011,0,0,0,1,0.5,0.0705,0,0,
1,1,0.00208847541294855,0.5,0.538461538461538,0.375,0.00374609781477627,1,0,0,0,0.5,0,0.0034,0,
0,0.663878137095767,0.00626542623884564,0.5,0,0,0,0,0,0,1,0,0.031,0.00027,0,
0,0.218629042327382,0,0,0.307692307692308,0,0,0,0,0,0,0.5,0.043,0,0,
1,0.290423273816956,3.79722802354281e-005,0.5,0.538461538461538,0.375,0.000346860908775581,0,0,0,1,0,0.14,0,0,
1,0.215507554001748,0.00246819821530283,0.5,0.153846153846154,0.375,0.00867152271938952,0,0,0,0,0.5,0.03,0.001,0,
0,0.022349856411537,0.00626542623884564,0.5,0.769230769230769,0.375,0.000277488727020465,0,0,0,1,0.5,0.19,0,0,
1,0.651392183793233,0.0522118853237137,0,0.538461538461538,0.875,0.0656260839403399,1,0,0,1,0.5,0.1,0.001,0,
1,0.427768760144837,0.0506929941142966,0.5,0.153846153846154,0.5,0.00867152271938952,0,0,0,1,0.5,0.22,0.045,0,
0,0.352853040329629,0.00132902980823998,0.5,0.615384615384615,0.375,0.057925771765522,1,0,0,0,0,0.14,0,1,
1,0.485953302534649,0.000227833681412569,0.5,0.461538461538462,0.375,0.00894901144640999,1,1,0.0746268656716418,1,0.5,0.054,0.01097,1,
0,0.501560744162817,0.0286310992975128,0,0.769230769230769,0.875,0.00055497745404093,1,1,0.208955223880597,0,0.5,0,0.023,1,
1,0.748158321887876,0.00550598063413708,0.5,0,0,0.00124869927159209,1,1,0.223880597014925,1,0.5,0,0.01,1,
1,0.604569858908728,0.00246819821530283,0.5,0.769230769230769,0.875,0.000416233090530697,1,0,0,1,0.5,0.175,0,1,
1,0.276813584717193,0.00041769508258971,0.5,0.615384615384615,0.375,0.000138744363510232,1,1,0.0149253731343284,0,0.5,0.04,0.00278,1,
1,0.237357972281184,0,0,0.461538461538462,0.5,0,0,0,0,1,0,0.25,1e-005,1,
1,0.374703458609065,0.000189861401177141,0.5,0.538461538461538,0.375,0.0121401318071453,1,1,0.164179104477612,0,0.5,0.016,0.0054,1,
1,0.451616930952678,0.0806910955002848,0,0.615384615384615,0.375,0.00589663544918488,1,1,0.0149253731343284,0,0.5,0.025,0.01187,1,
1,0.350730428268198,0.0332257452059996,0.5,0.461538461538462,0.375,0.00665972944849116,1,1,0.0447761194029851,1,0.5,0.198,0,1,
0,0.570233487326757,0.00398708942471995,0.5,0.769230769230769,0.375,0.000346860908775581,1,1,0.104477611940299,1,0.5,0,0,1,
0,0.456861031339743,0.194607936206569,0.5,0.692307692307692,0.375,0.000346860908775581,1,0,0,1,0.5,0,0.04,1,
1,0.427768760144837,0.016138219100057,0.5,0.153846153846154,0.5,0.0225459590704128,1,1,0.0298507462686567,0,0.5,0.137,0.0061,1,
1,0.524534898239481,0.0191380292386558,0.5,0.769230769230769,0.875,0.0884495317377731,1,0,0,1,0.5,0.046,0,1,
1,0.535897115744787,0.0142396050882856,0,0.538461538461538,0.375,0.0260145681581686,1,1,0.119402985074627,1,0.5,0.15,0.00162,1,
0,0.233112748158322,0.167647617239415,0,0.538461538461538,0.875,0.000208116545265349,1,0,0,0,0.5,0.12,0,1,
1,0.169684105381446,0.000151889120941713,0,0.615384615384615,0.375,0.0121401318071453,1,1,0.0298507462686567,1,0.5,0.06,0.01,1,
1,0.287301785491322,0,0.5,0.538461538461538,0.375,0,0,0,0,0,1,0.092,0,1,
0,0.726307903608441,0.000379722802354281,0.5,0.769230769230769,0.375,0.000277488727020465,1,1,0.208955223880597,0,0.5,0,0.01602,1,
0,0.243600948932451,0.000797417884943991,0.5,0.769230769230769,0.875,0.00201179327089837,1,1,0.164179104477612,0,0.5,0.04,0.00099,1,
1,0.696216756149332,0.00436681222707424,0.5,0,0,0.000346860908775581,1,1,0.0746268656716418,0,0.5,0,0.08851,1,
